|Index|Comment|Positive
516|516|Very bitter in taste. Not even close to the product description  Had high expectations for this brand. I thought it would be better than Starbucks Expresso beans. Starbucks has a much better crema and taste.|0
517|517|Great taste!|1
518|518|Delicious.|1
519|519|Strong. Smooth. Delicious.|1
520|520|Interesting. I always got a strong reaction from caffeine and could actually feel the jolt when it clicked in with heart racing awareness. I ordered the decaf Major Dickason and got the same reaction. Maybe it was mismarked or packaged wrong??? Not sure, but either way I will leave this for my husband who gets no adverse reactions from this coffee or caffeine. I had used the house blend decaf K cups but they were out of them this month so I thought I would give this flavor a try. Oh well. I guess you can't win them all. I'll use my Barista Italian decaf K cups and Tully's French roast decaf until my regular house blend decaf K cups come in on S&S hopefully next month. BTW, I did find this on the weak side though without much flavor at all which left the caffeine click even more puzzling.|0
521|521|My husband buys this and rebuys it.  I think that means he loves it.|1
522|522|This is the only coffee we will order|1
523|523|Really like the taste of this coffee|1
524|524|Great coffee|1
525|525|This is amazing strong bold coffee. Great taste and flavor. I'll buy again.|1
526|526|best coffee ever, but seems like it's not as fresh as when you buy it straight from the Co. itself.|1
527|527|My favorite from Peet's is San Sebastian, but I wanted to mix it up. I wish I had realized this coffee was already ground, but it was barely a week since the roast date so no worry. It's a very dfferent blend, complex but mild. I had to add more grounds to reach a good strength. It almost has a floral/fruity characteristic to it. Definitely worth buying once and I may buy again on occasion, but San Sebastian remains my go-to.|1
528|528|Best DARK and RICH coffee with a robust flavor!|1
529|529|This is really great coffee. It is the only decaf my wife and I can both agree on as a perfect cup of decaf coffee. I just wish Amazon would offer a standardized, repeatable price. I put it on their repeat-order system for delivery of 4 bags every month, only to see the price more than double a few days later w/o notification to me. So I canceled the repeat order, only to see the price drop to almost what I had paid, the very next day. Automatic reorders call for a standardized, agreed price that doesn't fluctuate so much. But I am not docking the product itself any stars for that. Major Dickason's Decaf is an excellent decaf - full bodied, good taste, nice and dark, very satisfying. Nowadays I just wait for the lower price and load up with 8 or 10 bags at a time. It stays reasonably fresh for a solid two months. Great stuff|1
530|530|on time and as described|1
531|531|Best at home drip coffee!|1
532|532|Very delicious.|1
533|533|Good dark roast coffee|1
534|534|If you are looking for some good strong coffee this is it!  Deep roasted and full bodied, I had to add some creamer actually.  A great morning coffee..just opening the bag to get the beans will light you up|1
535|535|Perfect selection......always buy.|1
536|536|One of the best blends from Peets. I like dark roasts generally, and I enjoy the unique flavor of this one. I like Garuda nearly as much, but it's rarely available.|1
537|537|I personally didn't like the flavor. Sorry|0
538|538|Love it!! SERIOUSLY FRESH!!|1
539|539|Excellent coffee!|1
540|540|I love this coffee however you can find it cheaper elsewhere|1
541|541|This is very good decaf coffee.|1
542|542|Ilivedinthebayareaover20years. Enjoyedpeetsmanytimes.|1
543|543|This is some of the best coffee I have ever had. I'm a bit of a coffee snob. I refuse to drink instant.I buy whole bean and grind only a scoop at a time when I'm ready to brew.Peet's coffee has not disappointed me.|1
544|544|Great flavor  and good quality from Peets|1
545|545|i would definitely recommend it even better to use in a french press.|1
546|546|Strong dark roast coffee.|1
547|547|Best decaf on the market|1
548|548|Housebound and loving my favorite of many years.|1
549|549|I can only drink decaf, so I appreciate this rich, full-bodied and flavorful change from the typical house blend or French roast, which is okay, but you can tire of drinking only that kind.  Major Dickason's decaf is no longer available locally in markets here, so I'm glad it is available online.|1
550|550|It has a very bitter after taste.  I figure I would give them a try and was very disappointed.|0
551|551|Really good coffee...hope it will be available again|1
552|552|Love Petes Coffee. I will buy this when I run out.|1
553|553|I recently stopped drinking regular coffee, (wanted to cut back on caffeine) this blend is sooooo tasty. Best decaf I've ever had.|1
554|554|warning...best by date...expired...not fresh|0
555|555|Yummm  best coffee ever|1
556|556|A good blend for those who like strong dark coffee at a good price point.|1
557|557|Good dark roast taste. Very happy|1
558|558|I love the flavor|1
559|559|For a dark roast coffee, the flavor was weak. I wouldn't order it again|0
560|560|Kinda had a weird aftertaste.  I cancelled my subscription|0
561|561|One of the best coffee's I have ever had.|1
562|562|Rich flavor without any bitterness! The best we've had since Millstone stopped making Mayan Black Onyx!|1
563|563|Great Coffee!|1
564|564|Purchased after tried at the coffee shop. Like the taste. :)|1
565|565|Delicious!! Especially for decaf. Deeply flavorful but not bitter.|1
566|566|was 5/31 a bad batch? I've gotten these before and they were awesome, but this time.... the smell made me nauseous.|0
567|567|Very good aroma and taste. I ordered it again|1
568|568|Good taste. Just really small for the prices. Local Costco is carrying the bigger bag for about the same price.|1
569|569|I tried this coffee based on a recommendation from a friend, who happens to love Starbucks.  I'm not a big fan of Starbucks since I find their coffee too dark and the beans taste burnt.  However, if you're into that sort of taste, then this is the coffee for you.|0
570|570|I like the coffee a lot. My only complaint is that I can't get it with whole beans through Amazon.|1
571|571|Well done Pete. Another great bag of coffee.|1
572|572|Great nice rich flavor|1
573|573|I have been trying many different coffees in search of something I like and my wife likes. I have trie a few different Pete's and up until this one I was not a fan of any. I try to buy whole bean and grind with a burr grinder before each use. I gave this a chance even though it was already ground. I though what the heck I wasn't expecting too much anyway. I was really surprised to find I loved it. My wife likes it also. I tend to put a bit too much coffee i when I brew( or so my wife says). With this coffee no complaints about it being strong and yet at the same time I have no complaints about it being too weak. Harmony in a cup.|1
574|574|Too dark for espresso tastes burnt but beans were not tippy burnt.|0
575|575|Love this coffee|1
576|576|A fine product|1
577|577|LOVE this coffee|1
578|578|Peet's Coffee is my favorite coffee & Amazon has the best delivery.|1
579|579|"Love this coffee so much my husband also bad seen it by on his order so we ended up with 2. Only downfall is that it's considered an ""add-on"" to an order shipping from an Amazon order not a 3rd party."|1
580|580|This is by far the best tasting of all the Peet's flavors I've tried. Really very good as french press.|1
581|581|Love this coffee.  Strong and floor packed and not bitter at all. Perfection.  Great deal with subscribe and save!|1
582|582|Peet’s Italian Roast whole bean is my favorite coffee! I get three bags a month but I’ll be changing it to four. It’s bold taste. Not bitter.|1
583|583|My favorite affordable blend!|1
584|584|Tastes very good. Much better than most coffee, even regular!|1
585|585|Smooth taste|0
586|586|Not bad but not really my flavor. I prefer a regular flavor.|0
587|587|I’ve been searching for a deep, smooth flavored decaf coffee and I finally found a winner! Best decaf roast I’ve tried and I will definitely order again.|1
588|588|Problem one:The beans smell potent in a burnt way. The pleasant flavor I typically find with my french press is lost on these beans. Even with cream, which I typically don't use, this coffee reminds me of terrible drip coffee I have had elsewhere.Problem two:Also, the beans were prepared in mid-Sept, I recieved in late Nov, and the best by date is less than a month away. For some that may not matter, but I don't have coffee all that often, and I shudder to think the taste could get worse.Suggestion:This coffee was great: https://www.amazon.com/Caribou-Coffee-Mahogany-Whole-Roast/dp/B00H345GT6?th=1I've also tried a cheaper african blend that was decent, and far superior to this coffee.|0
589|589|Love this coffee|1
590|590|Very good. Very quick. Thank you.|1
591|591|Very good tastey. I’m always drink is coffee.|1
592|592|Good coffee. I've never ordered better on line.|1
593|593|Not much mocha flavor and very very smooth love it wish it was less expensive|1
594|594|"My friend just got an espresso machine and we have tried three different brands of beans. Peets blows the other two out of the water. I just wish it wasn't an Amazon Prime ""add on"" item so I could order it by itself. Peets it my brand!"|1
595|595|This has become my favorite coffee|1
596|596|Some of the best tasting coffee out there!|1
597|597|It came to my door in 2 days.  Peet's coffee is the best.|1
598|598|This is my favorite coffee. Usually buy this to grid but was traveling and needed a preg-round fix for the RV|1
599|599|Rich flavor.|1
600|600|delicious|1
601|601|This is our favorite coffee. It has a dark, rich but not bitter flavor. This is the cheapest price I've seen for it.|1
602|602|This is the one for me.|1
603|603|Excellent strong, bold coffee for a decaf|1
604|604|Delicious! Not planning on changing my brand anytime soon!|1
605|605|Makes a tasty 24 hour cold brew|1
606|606|Not the freshest roast. About the same price as in the neighborhood supermarket.|0
607|607|Great quality of coffee, reasonable price, fast free shipping|1
608|608|I like this brand and I've been awake for days......|1
609|609|i ordered at june, but when i received the coffee bean it's roasted at April and the recommended date for the fresh taste is July, which had been almost passed|0
610|610|The best dark blend of Decaf coffee on the market.|1
611|611|My new favorite coffee!!!|1
612|612|I love Peet's Mocca Java decaf. I do not appreciate receiving two 12 oz bags of coffee that were roasted 3 months ago. I have to use them up in one month for them to remain fresher to brew.|0
613|613|Tried this coffee recommended by friend. Actually love this major dickenson blend. Bold flavor also aroma is awesome|1
614|614|French Roast decaf doesn't taste like decaf at all, nice and Rick and dark. My favorite|1
615|615|Excellent flavor ,not too light .|1
616|616|Excellent as always|1
617|617|Just like the supermarket...but cheaper! Will definitely buy again!|1
618|618|Great  coffee. Delicious cold brewed and black. No cream or sugar needed.|1
619|619|Excellant coffee with the added convenience of a subscription.|1
620|620|Not too dark, not too light. Very well balanced. My favorite coffee ever.|1
621|621|Excellent coffee. Smooth, rich love the flivor|1
622|622|Sooo good.|1
623|623|My favorite. Offee|1
624|624|its deliciously dark|1
625|625|Great for any kind of drip coffee. Makes good French press but not the best I've had.|1
626|626|A morning delight|1
627|627|A great American Classic. Good folks who know and love finding your favorite brew and set to supply you.|1
628|628|I would say it is equivalent to Starbucks house blend. Maybe even a little better taste.|1
629|629|We've bought this coffee a couple times now and love the flavor.  A very rich, full bodied coffee without any bitter notes.|1
630|630|Love my Peet's coffee!|1
631|631|Fantastic cup of coffee|1
632|632|Great stuff.  I'm a coffee snob and this makes a nice cup.|1
633|633|Nice flavorpackaged well|1
634|634|Some of the best tasting readily available coffee I have had. Blows Starbucks out of the water. Not that I like Starbucks at all, but due to its popularity, it seems to serve as a fairly good benchmark.I absolutely detest light roasted coffee; dark roast all the way for me, and this doesn't disappoint.|1
635|635|My favorite|1
636|636|Peet's is the BEST coffee!|1
637|637|excellent|1
638|638|It's Peet's classic flavor. Better than Starbuck's!|1
639|639|I love this particular coffee.  Very strong coffee.|1
640|640|delicious coffee|1
641|641|Good quality and price.|1
642|642|Always Peets|1
643|643|I've had Peet's coffee before and loved it. For some reason this version is very bitter. I will go with the lighter roasts from now on.|0
644|644|Excellent.|1
645|645|Love this coffee!|1
646|646|Rich, dark, full flavored with no bitterness. What I liked least about it? Is I cannot now that I have discovered it, get anymore through Amazon.|1
647|647|Love it...|1
648|648|Great coffee... Very smooth|1
649|649|I bought this coffee because it was mentioned in a Coffee maker test by America's Test Kitchen.  My wife and I decided to see how the other half lives with higher quality coffee.  I agree that it tastes great.  I can't afford the price.  For the record, we settled on 8 o'clock 100% Colombian.|1
650|650|I received this coffee on March 29.  Package reads “freshest by 02/17/18.  One star from me.|0
651|651|Peet's is the best!|1
652|652|Great coffee drink! I like the smell and taste!|1
653|653|A great flavor and a good price.|1
654|654|best coffee ever!|1
655|655|It's hard to find a decaf dark roast. This coffee is very flavorful.|1
656|656|This is a rich, incredibly flavorful coffee!  That's why I have it delivered every month!|1
657|657|I give it an B+/A- grade. I would order it again.|1
658|658|My new best coffee!|1
659|659|Excellent coffee|1
660|660|Nice strong taste|1
661|661|The best, most robust tasting Decaf coffee ever!|1
662|662|Best coffe i have found in 2 years|1
663|663|Face flavor!!|1
664|664|Great flavor, I wish that larger bags was available.|1
665|665|love this coffee..so does the family|1
666|666|love the coffee, came with best fresh by date of yesterday....annoying|0
667|667|yummy! Peet's is good!|1
668|668|Terrible, bitter taste.  Product was sold out of date.  What a rip off.  I'm never buying Peet's coffee again.|0
669|669|Delicious|1
670|670|This is my favorite coffee. Get one every month.|1
671|671|Good coffee.|1
672|672|I love the rich taste of this coffee. It has a good roasted taste, but is not bitter and doesn't taste burnt (some roasted versions do). Paired with plain half and half and a cup of this tastes very gourmet. First fell in love with Peet's during a visit with relatives in Cali, and now I can have access to it via Amazon.|1
673|673|Wonderful, fruity coffee. I have been buying different roasts of Starbucks and Caraboo coffee for my home espresso maker. When I ran out of coffee, I decided to shop on Amazon. I had never tried Peets coffee before, so I thought to give it a try. I was not dissaponited! The coffee is fresh (they give you the roasting date on the package), and it has been making great lattes. The price is compatible with other packaged ground coffee (such as Starbucks and Caraboo), but the freshness makes all the difference. I recommend this brand and blend for a great cup of home made espresso!|1
674|674|My favorite coffee!!! Will always pick Peet's French Roast over anything else!|1
675|675|Had never tried this blend before. It's fantastic!  My new favorite! Very strong bold coffee just like I like!|1
676|676|My husband really loves Peet's Coffee, so I bought him a bag of the Major Dickason's. He was very impressed. He says its one of his favorites now.|1
677|677|"The problem is not with Peet's Major Dickason's coffee, but the one I got was roasted a month ago. Luckily, the coffee is great is begin with and doesn't officially ""expire"" until December, but freshness counts with coffee and this is not fresh. This means the coffee could have been even better if it was fresher...That's why I order Peet's.In all fairness, they refunded me without question, so if you'd like some nice, not-so-fresh Peet's coffee for free, you may want to gamble and see if they make the same mistake with you."|0
678|678|Rich and robust coffee.  Full of flavor.|1
679|679|Delicious coffee! We use this for our french press and it has been awesome!!|1
680|680|As a Berkeley native, it's hard to beat Peet's.|1
681|681|Great decaf blend. I can't even tell it's decaf.|1
682|682|Wonderful flavor! Decaf that tastes great.|1
683|683|Great morning wake up call. Dark, rich and robust  tasting coffee...even the brewing aroma perks up the energy levels. Definitely gets an ahhh...out of me.  ENJOY!!!|1
684|684|I love this coffee! Wonderful flavor and balance. It's very smooth, and not bitter.|1
685|685|Fanatastic taste! Not too little and not too much the way a cup of coffee should be!|1
686|686|Great coffee, have used it for years.|1
687|687|Excellent brand... Great flavor!!|1
688|688|Was not impressed by flavor. Decided to stick Caribou Decaf.|0
689|689|I love this coffee. It comes still fresh because the packaging is so great.|1
690|690|Smooth not bitter|1
691|691|It is good coffee|1
692|692|The taste is Great and when they get you liking the coffee, they raise the price to reorder.|1
693|693|"Very nice flavor... dark & strong. But it is ground finer than other ""drip"" grinds so it does not work well in our refillable K-Cups."|0
694|694|I am a coffee lover. I have tried various brands of coffee and Peets is definitely my favorite.|1
695|695|good bold coffee, price a little high- but when you are foggy in the noggin in the morning, it is a good first cup.|1
696|696|tastes like burnt coal|0
697|697|I liked its taste.|1
698|698|Peetes coffee is amazing! Bought it for my parents that live far away, they loved it!!!!!|1
699|699|Great tasting- I would've never guessed that this is decaf!|1
700|700|Great Coffee|1
701|701|This coffee is delicious!  It’s bold.|1
702|702|I fell in love with Peet's Major Dickason's Blend when I received a sampler 4 pack of the k-cups but since I can't get enough of the rich, full bodied blend I soon realized that it was much more econonmical to purchase by the bag already ground (or whole bean depending on availability) and add to reusable k-cups.  The aroma alone wakes me right up but the flavor is so delicious that it even managed to convert hubby into a coffee-a-holic.  I've tried their other blends, and while they are all good, Major Dickason's is my go to for giving me the caffeine jolt I need to get thru my long days in a smooth yet distinct flavorful blend that tastes far better than any I've gotten at a coffee house.|1
703|703|Coffee is great tasting.|1
704|704|Great taste|1
705|705|Love Peet's coffee, but we are continuing to receive coffee best used by November 2017. It is March 2018, and this has happened for the past few shipments.|0
706|706|This is the only coffee my roommate and I can agree we both love! Such a good flavorful medium roast coffee, I get it delivered monthly! Highly recommend.|1
707|707|Excellent smooth taste|1
708|708|Exactly what I wanted! My coffee of choice!|1
709|709|love it|1
710|710|New favorite flavor from Peet's.|1
711|711|Performs as expected.|1
712|712|The bag I received was already expired. I received the order on 12/19/17 and the fresh by date was 12/17/17. So it was shipped on the date it was no longer considered fresh.|0
713|713|If you like real, coffehouse style coffee, this is the best decaf I have found.  Not too much French Roast type darkness.  A medium, rich wonderful roast.  Hard to find, though.  Hence, order here!|1
714|714|Decent coffee.|0
715|715|"I drink decaffeinated coffee and Peet's tastes like the ""real"" thing.  It's hard for me to find it in my neighborhood so I'm happy to purchase it online.  It's always very fresh!"|1
716|716|For starters, I'm a huge Peet's fan.  I've purchased this blend at a Peet's shop, in a grocery store, and elsewhere in the past and really liked it.  The package Amazon sent me must have been old stock or something else, because it was bitter, like old beans that have gone South.  WAY South... I sometimes wonder about the Pantry items: are we getting the old stuff that never sold or the freshest?  Dunno, but from now on, I'll buy my Peet's at a Peet's.  When it's fresh, it makes a fabulous Toddy T2N Cold Brew System.|0
717|717|Great coffee.  Fast delivery.|1
718|718|best cup of decaf Java.|1
719|719|Excellent taste. Not weak and washed out like so many decaf blends.|1
720|720|my fave coffee!|1
721|721|I have it arrive on regular schedule, which is fabulous.  It's my favorite flavor of any kind of coffee.|1
722|722|For 12-ounces of ground coffee at this price, its already a deal.  Now when talking about flavor, I just happen to like Peet’s coffee better than others.  Sure, Starbucks has some ‘very good’ coffees but this one brand just tastes better – just my opinion.  The flavor is deeply rich, and full bodied.  There is no watery-flavored essence in this brand.  Everyone has their favorite, so I would just suggest you try this Dark Roast brand.  I use it specifically by the one-two cups in my French Press Coffee Maker.  That way I don’t waste any and if I have company I can make as much as I want.  No messing with a coffee machine.|1
723|723|Great coffee, good price and free Prime shipping when buying 3. Can’t go wrong.|1
724|724|can't live without it~!|1
725|725|i have had coffee all over the world.  this one of my fav.|1
726|726|great coffee, too expensive with Amazon though.|1
727|727|Love this coffee it's perfect very flavorful and smooth.|1
728|728|Good coffee that can usually be found at a good price.|1
729|729|very good product|1
730|730|great flavor|1
731|731|Always wonderful!|1
732|732|Come on now is there any other coffee in the world?|1
733|733|Worst coffee I've ever tasted. Bitter. I dont recommend.|0
734|734|Our favorite coffee.|1
735|735|Really good value, and gorgeous taste. I can only recommend for you guys.|1
736|736|This is the BEST coffee I have ever had, need more ...|1
737|737|Good coffe|1
738|738|greta coffee|1
739|739|This is my favorite blend but difficult to find.|1
740|740|Wonderful dark roast taste and not real bitter.  Good price compated to store and has a rost date on the package.  Great coffee.|1
741|741|A really great decaf.  If you didn't know it, you would believe it was regular and bold.|1
742|742|Good, but not great. Slightly bitter finish, but would buy again if the price was right.|1
743|743|WAY too acidic for me, which is uncommon for dark roasts.  The taste is very good, but the burn in my belly is not.|0
744|744|Wonderful, rich flavor, would order again.|1
745|745|like it's taste and flavor. A little pricey.|1
746|746|Very tasty for domestic coffee.|1
747|747|I like this variety from Peet's.  not the norm, and relatively light tasting roast.|1
748|748|No noticeable taste improvement over Folgers..especially the Black Silk variety is what I’m comparing to.|0
749|749|Freshly roasted coffee beans. Personally, I feel it is better than those on shelf ones from Publix or Target.|1
750|750|The coffee we have received from Petes in the past was great, especially the central and south american varieties.  This product has a bitterness that tweaks the nose and leaves an unpleasant after-taste.  If your a fan of bitter, sour tasting coffee, then you may appreciate it.  We like mellow, nutty, low acid types.  We use a burr grinder, pressure steep and specific water temp.  Not coffee snobs, just like good coffee and consistency.Again, if you like bitter dark chocolate, and lean to the African beans, this blend may work for you.|0
751|751|Marvelous coffee, but a $5 price increase will send me back to searching.|1
752|752|He loves it|1
753|753|I so wish the price had not gone up on this brand, my very favourite.|1
754|754|Good product.  Fast delivery.|1
755|755|Peets is the best coffee ever!|1
756|756|Love me some good Peet's coffee - what more can I say!|1
757|757|I love Peet's ice coffee.  As it turns out, I don't like the stuff that is brewed at home as much. Perhaps it's just this blend, but for me, it was more bitter than I like.|0
758|758|Good tasting coffee but a bit expensive for such a small amount in the bag.  Liked the idea od getting it once a month.|1
759|759|Delicious!!!!!|1
760|760|Great flavor, not acidic, smooth.|1
761|761|Great and on time|1
762|762|This is the best coffee on earth!!!|1
763|763|Delicious dark coffee with nice body.  Finding decaf and dark roast can b difficult. This fits the bill nicely, providing the flavor I need without the caffeine.|1
764|764|I personally prefer Major Dickason's blend by Peet's, but the French Roast is pretty good.  It is comparable to Starbuck's French roast.|1
765|765|I’m a coffee lover and this is one of the ones that I love the most|1
766|766|Sweet with caramel notes. Good coffee. Only downside is its not freshly ground. Fair price as well. A bit cheaper would put this over the top!|1
767|767|This is an excellent tasting coffee even though it is decaffeinated.|1
768|768|Didn't try this but package came damaged.  One star is for the product arriving damaged.  Also I only had 1 month to consume this product as the expiration date was 1 month from the date I received it.  Would be helpful to let us know what the expiration date of perishable products are going forward.  Or there should be a best practice in the warehouse to donate or throw out all products that are within 1 month of its expiration date.|0
769|769|great coffee, great price|1
770|770|tasty for decaf|1
771|771|Love the taste of this coffee. It is a very fine grind.  Almost a powder.|1
772|772|i prefer a dark roast. i just did not like the taste of this one.|0
773|773|Coffee tastes amazing!|1
774|774|Love it!|1
775|775|Ordered in December and was roasted in September.|0
776|776|Good coffee and good price.|1
777|777|good strong coffee will buy more|1
778|778|We have a top of the line esspresso machine residing in our kitchen and the Italian Roast is a great way to start off the day.|1
779|779|Excellent coffee; and it costs less than what I pay at the supermarket.|1
780|780|Very Bitter. Does not taste like advertised.  Would not buy again.|0
781|781|love the taste, exactly like the one I tasted at peets|1
782|782|My husband loves this coffee!|1
783|783|really nice|1
784|784|Easy morning java!|1
785|785|got this for my sis for her birthday, she loves peet's coffee|1
786|786|Tastes too strong for my liking.|0
787|787|I like it because it is local.|1
788|788|Best coffee ever!|1
789|789|This is really good coffee! Might just be my favorite.|1
790|790|Awesome coffee. The best.|1
791|791|Flavorful robust morning wake up call brew|1
792|792|bold yet smooth, some aftertaste but it's so good it doesn't even matter|1
793|793|Amazing coffee to use for cold brew|1
794|794|Tastes wonderful|1
795|795|Good brand. Always good|1
796|796|Love it|1
797|797|This is strong coffee similar to Starbucks which I like. The price was right, so I decided to take it for a test drive.|1
798|798|Flavorful & delicious!|1
799|799|Love Peet's Coffee!!!!|1
800|800|I love it.|1
801|801|Great coffee and price!|1
802|802|Good taste.|1
803|803|"very very difficult to find but worth the wait. This wonderful coffee ""fits"" our Jura coffee maker and our tastes to perfection.Wish we could order more."|1
804|804|Very good coffee!|1
805|805|A great decaf coffee if you like a rich, hearty brew without caffeine.|1
806|806|I am serving in Afghanistan and ordered this product as an add on item on May 31, 2017 by June 7, 2017 I had the product. Taste great and very efficient on delivery.|1
807|807|Reliably delicious - Peets is an old favorite.|1
808|808|Love Peet's Big Bang, will buy more when it's on sale again|1
809|809|My favorite coffee!|1
810|810|Great coffee at my doorstep.|1
811|811|Peet's is the best.  This is a yummy coffee.|1
812|812|Pretty good coffee.  It has a mild flavor, not as bitter or strong as some of Peet's other blends.  It has a good chocolate flavor to it, although I add chocolate to my coffee anyway, so not sure how much of that is the coffee, but my mocha cappuccino still tasted good.  I also like how the grind is a bit on the finer side (not espresso grind) as I have a semi-automatic espresso machine with pressurized baskets that I use it in, so grind isn't as important, but this is more finely ground than other ground coffees I've purchased.|1
813|813|Pleased with the coffee and purchase.|1
814|814|Great Coffee|1
815|815|BEst coffee|1
816|816|Great flavor and aroma.  Makes morning a whole lot easier|1
817|817|Great coffee, very strong.  Bought it for a good price on Amazon|1
818|818|Didn't know much about this company, but tried it out in the office.  It is now the coffee of choice!!!|1
819|819|as expected|1
820|820|The flavor like all Peet's coffee is fantastic. You would never know it is decaf.|1
821|821|Great coffee, the best|1
822|822|Love this coffee!!!  It totally met my expectations.  We first had Peets at our daughter's home in the Washington, DC area.  I searched several supermarkets in the area we live before finding it.  The flavor is very vibrant, very bold and rich!|1
823|823|Nice smooth coffee, always enjoy.  No bitter aftertaste.|1
824|824|Great coffee!!|1
825|825|Love Peets and this was a great way to get it!|1
826|826|Love the flavor.|1
827|827|"Was expired after I received it. The ""freshest by date is 12/31/17 and the roasted date is 10/02/17. I received this and it was already expired."|0
828|828|Great taste and produce|1
829|829|This coffee has an excellent flavor, arrives fresh and aromatic. I can recommend it to anyone who likes a decaf coffee!|1
830|830|My favorite coffee!|1
831|831|Slightly cheaper when I buy from Amazon. I use this coffee almost every day in a French press and it comes out great.|1
832|832|Dark and rich|1
833|833|Another favorite of mine.|1
834|834|I have always used this coffee. Kinda  addictive|1
835|835|Great coffee|1
836|836|Great tasting coffee|1
837|837|Kind of spendy but the strongest decaf I have found.|1
838|838|Smells so good and tasty, not too bitter. You don't even add milk in it.|1
839|839|Excellent coffee at a good price. Delivery was fast.|1
840|840|Excellent coffee, with that intense taste of dark French roast.  Packaged well and delivered on time.|1
841|841|great dark roast coffee|1
842|842|this price beats a grocery store|1
843|843|Excellent flavor!|1
844|844|Wonderful coffee!|1
845|845|Very good coffee.|1
846|846|Perfect balanced.|1
847|847|I am struggling to determine the best adjective to describe this decaf coffee, so I'll just say that it's the best cup I've ever had.  I'm sticking with Peet's Decaf French Roast.|1
848|848|our favorite coffee!!|1
849|849|my sister liked it|1
850|850|Biiter and not as smooth as I expected. I had to add sugar and more cream to balance the taste.  Certainly I am not buying this brand again much too strong. I  get anxious and my heart beats faster.|0
851|851|Great coffee, as expected great flavor, good price when buying online.|1
852|852|Great full bodied flavor|1
853|853|I have purchased this blend before and loved the bold richness of this coffee.  This purchase is a total disappointment.  It is very weak, no matter how many more tablespoons I add.  I tastes dry and stale.  Will not purchase this brand from Amazon.  Bummer.  This coffee will set in my emergency stash, only if I run out of the drinkable ones.|0
854|854|Way better than the other brands.|1
855|855|Coffee was overdue on 02/15/2018 。It arrived on the02/09/2018|0
856|856|I mean it,,,  Wonderful!|1
857|857|bright. bold. doesn't weigh heavy on the tongue|1
858|858|I order my ground coffee and k cups from Amazon all the time.  We love this coffee the best.  It's robust without any bitterness at all.|1
859|859|Super yummy dark coffee|1
860|860|Peet's is some of the best coffee I have ever had.|1
861|861|Got on time served at my coffee clutch with the girls.  Has a different taste but good.|0
862|862|Peet's Major Dickinson's dark roast is the best coffee around, beats Starbucks by a mile.  The price is great, also.|1
863|863|Great coffee.|1
864|864|Great coffee.|1
865|865|Love this coffee. Great robust taste, esp. for decaf! Will order again.|1
866|866|Best coffee ever!  Will order again.|1
867|867|nice coffee. peets does not disappoint me|1
868|868|best coffee|1
869|869|Great rich flavor.|1
870|870|yummy|1
871|871|This is great for making strong coffee in a french press!|1
872|872|Excellent coffee!!!|1
873|873|tasty|1
874|874|love this coffee|1
875|875|Great taste!|1
876|876|great bold taste|1
877|877|Bold flavor.|1
878|878|It really was great tasting.|1
879|879|great coffee|1
880|880|My absolute favorite! I'm very picky about my coffee.|1
881|881|Excellent coffee at a great price!|1
882|882|The best coffee in the world!!!! Thanks Amazon|1
883|883|Could of had a closer roasting date.|0
884|884|Great tasting coffee|1
885|885|Great as expected!|1
886|886|Delicious coffee!|1
887|887|Tasty.|1
888|888|Love the flavor so much! Will buy it again!|1
889|889|Great taste. Perfect for iced coffee.|1
890|890|Mocha Java decaf by Peet's is the bestDecaf-hope they are not discontinuing it!!|1
891|891|Delicious deep roast coffee. It is strong so you can use less grounds to make a full pot!|1
892|892|Excellent|1
893|893|Very surprised ! Much better that I thought it would be. Not bitter at all. I will buy this again . I am a Starbucks fan just thought I would try something new.|1
894|894|This coffee is great, but the price fluctuates quite a bit.  We bought a Breville Espresso Machine so all of a sudden we had a need for affordable, quality espresso beans.  I looked at several options on Amazon and settled on this.  With subscribe and save it was initially under $5 a package but since that initial purchase, it has fluctuated between $5-$7.  Despite the price increase, we still have reordered 15 to 20 times.  I love the quality and taste and will continue to order these beans until I find something cheaper.|1
895|895|Great coffee|1
896|896|Great flavor|1
897|897|My favorite.  And with Subscribe and Save it makes it even better.|1
898|898|Best coffee ever.|1
899|899|This coffee was really good.  Been trying to find it in New York, but haven't been able to.  I think it's worth the few extra bucks to get it delivered.  I've ordered twice now and each time the coffee comes fresh and still very aromatic.  Also, I think the caffeine content is pretty high, as I'm more awake on this brand then other brands like starbucks and fairway market brands.|1
900|900|Purchased this on August15 for $8.88 now it's over $14. Great coffee but can't justify the price increase.|1
901|901|Great, strong taste. Best at-home coffee I've had in a while. Just bought my second bag!|1
902|902|Delivered promptly and loved the coffee. Will order again.|1
903|903|Perfect coffee|1
904|904|It was really frish when it came and taste really good.|1
905|905|Great coffee!|1
906|906|Good coffee for the price|1
907|907|What I expected.|1
908|908|Richest, most full flavored decaf I've ever tasted.|1
909|909|Peets Coffee is the best decaf!|1
910|910|Favorite coffee hard to find in the stores|1
911|911|NIce and smooth.|1
912|912|I like all medium and dark varieties of this coffee|1
913|913|What's not to like...it's PEETs!|1
914|914|best coffee around|1
915|915|the best coffee|1
916|916|A great deal when the price drops below $8 with subscribe and save.  Watch the price fluctuations though.|1
917|917|The best dark roast blend I've had this side of the Atlantic!|1
918|918|Always good and arrived in good shape|1
